Date,外資未平倉,PC ratio
2017/4/21,43968,130.63
2017/4/24,41955,128.82
2017/4/25,49942,155.73
2017/4/26,50660,129.54
2017/4/27,51578,137.73
2017/4/28,52950,142.85
2017/5/2,57544,158.73
2017/5/3,57694,145.01
2017/5/4,58463,144.14
2017/5/5,55164,137.28
2017/5/8,53867,136.84
2017/5/9,56108,135.38
2017/5/10,58276,137.66
2017/5/11,59676,141.86
2017/5/12,60020,140.14
2017/5/15,60006,143.1
2017/5/16,58123,142.46
2017/5/17,59788,113.2
2017/5/18,63351,122.57
2017/5/19,59541,126.3
2017/5/22,59370,129.39
2017/5/23,61695,133.43
2017/5/24,62798,120.18
2017/5/25,68817,132.09
2017/5/26,63704,132.23
2017/5/31,57199,122.39
2017/6/1,55317,123.86
2017/6/2,55971,131.78
2017/6/3,56477,133.64
2017/6/5,57366,147.21
2017/6/6,56391,149.58
2017/6/7,57528,135.59
2017/6/8,57140,136.43
2017/6/9,58828,139.44
2017/6/12,58626,122.31
2017/6/13,57040,120.42
2017/6/14,51932,119.1
2017/6/15,51858,115.85
2017/6/16,55454,132.49
2017/6/19,55117,144.55
2017/6/20,55848,163.7
2017/6/21,58800,121.35
2017/6/22,57575,132.99
2017/6/23,56916,138.18
2017/6/26,53627,155.6
2017/6/27,48698,142.09
2017/6/28,49271,114.46
2017/6/29,49276,117.44
2017/6/30,47950,112.97
2017/7/3,46646,112.38
2017/7/4,45437,107.33
2017/7/5,49699,120.89
2017/7/6,44434,116.17
2017/7/7,41246,110.15
2017/7/10,42072,109.36
2017/7/11,44901,125.8
2017/7/12,40244,123.72
2017/7/13,43187,131.68
2017/7/14,41754,131.18
2017/7/17,39875,134.31
2017/7/18,38917,136.62
2017/7/19,43283,129.63
2017/7/20,40670,137.02
2017/7/21,38165,126.75
2017/7/24,43236,127.67
2017/7/25,39387,125.15
2017/7/26,37852,122.75
2017/7/27,45441,139.36
2017/7/28,36167,123.74
2017/7/31,37372,119.56
2017/8/1,35650,129.46
2017/8/2,40674,134.87
2017/8/3,38259,128.24
2017/8/4,39477,133.03
2017/8/7,40724,153.29
2017/8/8,38808,147.2
2017/8/9,37671,127.26
2017/8/10,31882,117.5
2017/8/11,34118,119.55
2017/8/14,36235,115.95
2017/8/15,33730,121.11
2017/8/16,34688,153.36
2017/8/17,39360,163.99
2017/8/18,39750,152.83
2017/8/21,40778,155.27
2017/8/22,44407,173.66
2017/8/23,41738,160.27
2017/8/24,51642,178.03
2017/8/25,50656,186.45
2017/8/28,52389,182.55
2017/8/29,51434,174.39
2017/8/30,54895,167.5
2017/8/31,54319,171.26
2017/9/1,57710,177.81
2017/9/4,59565,176.41
2017/9/5,58036,175.4
2017/9/6,57044,171.35
2017/9/7,57574,161.73
2017/9/8,65711,174.56
2017/9/11,59721,172.96
2017/9/12,61383,180.04
2017/9/13,57355,174.27
2017/9/14,59139,171.27
2017/9/15,62577,162.58
2017/9/18,65191,175.83
2017/9/19,53433,168.27
2017/9/20,54285,188.25
2017/9/21,58142,173.45
2017/9/22,50665,149.12
2017/9/25,48574,125.93
2017/9/26,48571,115.03
2017/9/27,48419,144.79
2017/9/28,44172,133.47
2017/9/29,45631,127.01
2017/9/30,45962,133.39
2017/10/2,50054,142.51
2017/10/3,48381,146.02
2017/10/5,53151,146.22
2017/10/6,52943,149.83
2017/10/11,58567,160.54
2017/10/12,59370,172.7
2017/10/13,57836,178.88
2017/10/16,55780,188.13
2017/10/17,56001,177.04
2017/10/18,57714,171.37
2017/10/19,56876,175.14
2017/10/20,58004,170.1
2017/10/23,55453,169.56
2017/10/24,56330,170.77
2017/10/25,53075,173.09
2017/10/26,53659,174.19
2017/10/27,53047,168.61
2017/10/30,55424,173.54
2017/10/31,54249,183.22
2017/11/1,50792,181.18
2017/11/2,50946,175.59
2017/11/3,48649,174.68
2017/11/6,46919,175.76
2017/11/7,49665,183.67
2017/11/8,46642,181.61
2017/11/9,44498,166.85
2017/11/10,46346,161.39
2017/11/13,46968,157.98
2017/11/14,44412,148.01
2017/11/15,38395,170.64
2017/11/16,39596,163.14
2017/11/17,47274,176.2
2017/11/20,43336,167.96
2017/11/21,45079,191.42
2017/11/22,47559,162.59
2017/11/23,47189,162.8
2017/11/24,46909,164.12
2017/11/27,42452,147.32
2017/11/28,42299,135.07
2017/11/29,42114,156.33
2017/11/30,37178,137.39
2017/12/1,39801,137.31
2017/12/4,40521,137.76
2017/12/5,40346,131.45
2017/12/6,40150,131.82
2017/12/7,39222,126.17
2017/12/8,36618,125.88
2017/12/11,38905,133.01
2017/12/12,39279,126.67
2017/12/13,41694,140.18
2017/12/14,44956,145.13
2017/12/15,39747,135.06
2017/12/18,38194,137.13
2017/12/19,42655,130.34
2017/12/20,45582,157
2017/12/21,43574,154.25
2017/12/22,45169,157.13
2017/12/25,45550,161.75
2017/12/26,43423,134.01
2017/12/27,48815,157.73
2017/12/28,51327,166.37
2017/12/29,48739,180.4
2018/1/2,52142,194.18
2018/1/3,50931,183.92
2018/1/4,51919,178.58
2018/1/5,51706,184.73
2018/1/8,49674,184.02
2018/1/9,53313,182.98
2018/1/10,53725,183.18
2018/1/11,52468,175.91
2018/1/12,55077,192.14
2018/1/15,50994,197.02
2018/1/16,48364,201.63
2018/1/17,52417,154.12
2018/1/18,48666,156.6
2018/1/19,49412,163.35
2018/1/22,42269,174.37
2018/1/23,38665,170.31
2018/1/24,41562,163.07
2018/1/25,46835,166.23
2018/1/26,46788,158.51
2018/1/29,44176,149.24
2018/1/30,48316,136.45
2018/1/31,49683,174.69
2018/2/1,47947,178.88
2018/2/2,44044,168.01
2018/2/5,40149,147.85
2018/2/6,43071,104.55
2018/2/7,48188,141.53
2018/2/8,45939,136.55
2018/2/9,42564,130.84
2018/2/12,42641,129.34
2018/2/21,47776,148.78
2018/2/22,42893,132.38
2018/2/23,47984,141.96
2018/2/26,44048,135.37
2018/2/27,45222,136.35
2018/3/1,45256,146.8
2018/3/2,45748,133.26
2018/3/5,45149,127.63
2018/3/6,47774,136.58
2018/3/7,46274,144.9
2018/3/8,49664,149.5
2018/3/9,48919,145.93
2018/3/12,51104,164.04
2018/3/13,50013,173.75
2018/3/14,47943,165.05
2018/3/15,48460,161.14
2018/3/16,41721,154.97
2018/3/19,43891,159.52
2018/3/20,44253,154.08
2018/3/21,44430,151.19
2018/3/22,45537,137.95
2018/3/23,45385,120.97
2018/3/26,48813,126.71
2018/3/27,46920,141.38
2018/3/28,43066,148.2
2018/3/29,43526,145.13
2018/3/30,48767,149.71
2018/3/31,48786,146.96
2018/4/2,49141,140.6
2018/4/3,47464,135.37
2018/4/9,50160,156.31
2018/4/10,49951,158.38
2018/4/11,48604,161.86
2018/4/12,41572,159.23
2018/4/13,43418,159.84
2018/4/16,41335,153.98
2018/4/17,36713,129.88
2018/4/18,39898,140.85
2018/4/19,50162,148.92
2018/4/20,31033,121.89
2018/4/23,29992,106.66
2018/4/24,28798,94.4
2018/4/25,28994,116.34
2018/4/26,28344,108.9
2018/4/27,32426,110.18
2018/4/30,30875,126.82
2018/5/2,30740,120.13
2018/5/3,27924,109.42
2018/5/4,25264,106.86
2018/5/7,23100,111.8
2018/5/8,29370,123.77
2018/5/9,33858,123.46
2018/5/10,32740,126.11
2018/5/11,40788,139.82
2018/5/14,40106,144.64
2018/5/15,38436,138.19
2018/5/16,42464,147.37
2018/5/17,36955,133.53
2018/5/18,38194,132.25
2018/5/21,41852,149.25
2018/5/22,37998,130.06
2018/5/23,39400,137.87
2018/5/24,41686,141.89
2018/5/25,44997,150.21
2018/5/28,43488,151.75
2018/5/29,42075,139.31
2018/5/30,35407,131.61
2018/5/31,39572,129.89
2018/6/1,44594,143.9
2018/6/4,48393,165.02
2018/6/5,47717,152.87
2018/6/6,55812,155.99
2018/6/7,52517,152.43
2018/6/8,50991,135.11
2018/6/11,50405,132.06
2018/6/12,50212,125.38
2018/6/13,49569,138.41
2018/6/14,43611,123.8
2018/6/15,44957,127.88
2018/6/19,39189,110.74
2018/6/20,35168,108.09
2018/6/21,31277,104.1
2018/6/22,29826,99.68
2018/6/25,29018,93.35
2018/6/26,27416,88.84
2018/6/27,28462,90.92
2018/6/28,26553,98.99
2018/6/29,31845,114.53
2018/7/2,32191,111.59
2018/7/3,28917,106.44
2018/7/4,27654,103.94
2018/7/5,21671,91.77
2018/7/6,24853,90
2018/7/9,30409,101.64
2018/7/10,32616,105.48
2018/7/11,29735,97.05
2018/7/12,34952,110.58
2018/7/13,34736,118.73
2018/7/16,35064,114.81
2018/7/17,33205,112.53
2018/7/18,37039,112.61
2018/7/19,38934,120.52
2018/7/20,44452,131.99
2018/7/23,44600,130.34
2018/7/24,42056,134.82
2018/7/25,44775,122.76
2018/7/26,46895,126.33
2018/7/27,52586,144.2
2018/7/30,51996,130.9
2018/7/31,53812,136.47
2018/8/1,54707,139.2
2018/8/2,53918,106.07
2018/8/3,57828,112.76
2018/8/6,56455,120.75
2018/8/7,56712,116.26
2018/8/8,59923,134.28
2018/8/9,58302,126.2
2018/8/10,55837,123.68
2018/8/13,45108,99.29
2018/8/14,44533,102.87
2018/8/15,34381,104.78
2018/8/16,35395,107.2
2018/8/17,32186,103.9
2018/8/20,34940,104.96
2018/8/21,35310,114.76
2018/8/22,36682,112.06
2018/8/23,39149,114.07
2018/8/24,31988,105.56
2018/8/27,37034,125.49
2018/8/28,41313,131.52
2018/8/29,48299,134.92
2018/8/30,53587,131.42
2018/8/31,46483,126.17
2018/9/3,46922,114.07
2018/9/4,46513,123.58
2018/9/5,47029,132.76
2018/9/6,47569,123.87
2018/9/7,46326,115.03
2018/9/10,33834,100.22
2018/9/11,28729,100.49
2018/9/12,25207,111.28
2018/9/13,20618,107.59
2018/9/14,32438,124.46
2018/9/17,22706,117.03
2018/9/18,24628,111.29
2018/9/19,28886,115.49
2018/9/20,22549,108.42
2018/9/21,28762,127.31
2018/9/25,32340,121.49
2018/9/26,31287,113.79
2018/9/27,37339,112.54
2018/9/28,31973,102.12
2018/10/1,36360,110.44
2018/10/2,21747,91.76
2018/10/3,26888,109.83
2018/10/4,9220,86.58
2018/10/5,7709,74.88
2018/10/8,6769,74.78
2018/10/9,6248,78.1
2018/10/11,16702,72.24
2018/10/12,26347,78.14
2018/10/15,26506,75.61
2018/10/16,27361,81.29
2018/10/17,31951,99.55
2018/10/18,30426,96.85
2018/10/19,34216,94.34
2018/10/22,27930,96.4
2018/10/23,28555,86.55
2018/10/24,31053,94.11
2018/10/25,37646,82.12
2018/10/26,38403,79.97
2018/10/29,40296,82.63
2018/10/30,39332,86.46
2018/10/31,36210,96.92
2018/11/1,33689,98.66
2018/11/2,37977,106.55
2018/11/5,32727,103.55
2018/11/6,31926,103.92
2018/11/7,35658,108.4
2018/11/8,36329,106.78
2018/11/9,32711,99.82
2018/11/12,37805,104.67
2018/11/13,40143,99.31
2018/11/14,40997,109.05
2018/11/15,41665,114.51
2018/11/16,37120,110.88
2018/11/19,38994,111.64
2018/11/20,39327,103.94
2018/11/21,41634,128.64
2018/11/22,40534,120.07
2018/11/23,40255,114.84
2018/11/26,43648,128.2
2018/11/27,36348,119.58
2018/11/28,42363,123.07
2018/11/29,41089,126.76
2018/11/30,36739,120.25
2018/12/3,40176,148.37
2018/12/4,35826,128.98
2018/12/5,35888,108.21
2018/12/6,31173,90.85
2018/12/7,36649,95.75
2018/12/10,36576,98.03
2018/12/11,35134,99.58
2018/12/12,38862,118.14
2018/12/13,41084,117.78
2018/12/14,36484,108.89
2018/12/17,40702,112.32
2018/12/18,39202,101.08
2018/12/19,42433,119.16
2018/12/20,40623,107.1
2018/12/21,39413,107.57
2018/12/22,36362,105.02
2018/12/24,35689,107.7
2018/12/25,35110,94.74
2018/12/26,39145,120.54
2018/12/27,46082,128.01
2018/12/28,47024,132.53
2019/1/2,35769,107.87
2019/1/3,33251,98.21
2019/1/4,29651,92.14
2019/1/7,37763,108.83
2019/1/8,35575,108.17
2019/1/9,44806,120.78
2019/1/10,47243,119.56
2019/1/11,49362,128.15
2019/1/14,44138,119.84
2019/1/15,52955,129.74
2019/1/16,48317,137.03
2019/1/17,52387,127.14
2019/1/18,52332,132.6
2019/1/21,53296,137.27
2019/1/22,54016,133.67
2019/1/23,48254,131.76
2019/1/24,51696,129.17
2019/1/25,61112,148.49
2019/1/28,58986,151.76
2019/1/29,52207,131.04
2019/1/30,50420,139.41
2019/2/11,52906,139.42
2019/2/12,57992,144.62
2019/2/13,52781,134.5
2019/2/14,56449,131.11
2019/2/15,57066,135.46
2019/2/18,58788,144.78
2019/2/19,59821,147.52
2019/2/20,65347,147.74
2019/2/21,65794,151.63
2019/2/22,60075,143.13
2019/2/25,59388,147.85
2019/2/26,60384,147.38
2019/2/27,59961,143.87
2019/3/4,51587,124.34
2019/3/5,53212,124.37
2019/3/6,58217,144.79
2019/3/7,58793,136.44
2019/3/8,56200,127.11
2019/3/11,55108,128.73
2019/3/12,56571,143.04
2019/3/13,57376,131.9
2019/3/14,51366,132.94
2019/3/15,55853,142.09
2019/3/18,56074,139.43
2019/3/19,57383,144.28
2019/3/20,56702,143.29
2019/3/21,63502,149.64
2019/3/22,59221,138.71
2019/3/25,57418,111.01
2019/3/26,58799,122.67
2019/3/27,56391,143.14
2019/3/28,60901,131.35
2019/3/29,57846,149.82
2019/4/1,58766,153.78
2019/4/2,60207,157.74
2019/4/3,59733,176.86
2019/4/8,62779,182.47
2019/4/9,67126,192.32
2019/4/10,64114,205.71
2019/4/11,62890,178.98
2019/4/12,63106,175.81
2019/4/15,61456,180.09
2019/4/16,60562,185.34
2019/4/17,62747,157.78
2019/4/18,63011,148.9
2019/4/19,63893,136.86
2019/4/22,60734,133.61
2019/4/23,62257,141.55
2019/4/24,56118,133.94
2019/4/25,60853,139.49
2019/4/26,54221,120.12
2019/4/29,56448,128.29
2019/4/30,57754,127.41
2019/5/2,56707,145.51
2019/5/3,60751,153.69
2019/5/6,50008,120.46
2019/5/7,56949,134.66
2019/5/8,55017,141.51
2019/5/9,48737,119.51
2019/5/10,57008,121.07
2019/5/13,49309,110.65
2019/5/14,50970,110.11
2019/5/15,47150,133.9
2019/5/16,49172,126.18
2019/5/17,47957,111.6
2019/5/20,52743,113.16
2019/5/21,51082,118.31
2019/5/22,47497,115.77
2019/5/23,40980,104.38
2019/5/24,45367,109.89
2019/5/27,44168,107.17
2019/5/28,42744,106.55
2019/5/29,45224,105.82
2019/5/30,44348,109.41
2019/5/31,44170,116.66
2019/6/3,44409,115.22
2019/6/4,41820,109.53
2019/6/5,41759,108.1
2019/6/6,40187,101.69
2019/6/10,47261,110.32
2019/6/11,47135,114.79
2019/6/12,47698,116.27
2019/6/13,41459,108.3
2019/6/14,41161,106.34
2019/6/17,44014,108.15
2019/6/18,42623,111.01
2019/6/19,51115,126.8
2019/6/20,53598,116.56
2019/6/21,53695,110.56
2019/6/24,49386,113.54
2019/6/25,49383,100.52
2019/6/26,44283,95.78
2019/6/27,45612,108.71
2019/6/28,47125,99.68
2019/7/1,46800,119.96
2019/7/2,44663,119.37
2019/7/3,42442,105.28
2019/7/4,42847,113.86
2019/7/5,42083,113.87
2019/7/8,41035,109.74
2019/7/9,39225,102.73
2019/7/10,42752,115.29
2019/7/11,44241,126.44
2019/7/12,42407,122.94
2019/7/15,41203,129.29
2019/7/16,35861,134.81
2019/7/17,32681,105.69
2019/7/18,38694,99.94
2019/7/19,41117,112.93
2019/7/22,45404,125.18
2019/7/23,44434,127.89
2019/7/24,44154,116.36
2019/7/25,43124,117.61
2019/7/26,40552,116.69
2019/7/29,40511,119.93
2019/7/30,36479,113.89
2019/7/31,37407,113.27
2019/8/1,32563,108.87
2019/8/2,29179,95.54
2019/8/5,29154,91.8
2019/8/6,28984,93.3
2019/8/7,33056,102.69
2019/8/8,34363,108.55
2019/8/12,33931,111.76
2019/8/13,36062,103.72
2019/8/14,37442,111.97
2019/8/15,39292,104.91
2019/8/16,38642,111.62
2019/8/19,38642,118.15
2019/8/20,41783,119.11
2019/8/21,42222,120.31
2019/8/22,37933,115.05
2019/8/23,40154,116.61
2019/8/26,37624,98.28
2019/8/27,41387,105.25
2019/8/28,40873,118.75
2019/8/29,45008,122.06
2019/8/30,47684,129.2
2019/9/2,49735,134.55
2019/9/3,46684,127.4
2019/9/4,51087,132.78
2019/9/5,49994,137.93
2019/9/6,52750,145.89
2019/9/9,54185,142.5
2019/9/10,51907,140.04
2019/9/11,51053,151.2
2019/9/12,50883,138.3
2019/9/16,59609,146.84
2019/9/17,54569,145.79
2019/9/18,51961,139.49
2019/9/19,47683,129.27
2019/9/20,50804,136.94
2019/9/23,49839,137.7
2019/9/24,50337,138.7
2019/9/25,48321,146.38
2019/9/26,49848,136.78
2019/9/27,52571,132.19
2019/10/1,57182,155.32
2019/10/2,54169,145.41
2019/10/3,54447,131.59
2019/10/4,55126,133.47
2019/10/7,53865,141.52
2019/10/8,59765,166.26
2019/10/9,52575,144.63
2019/10/14,57981,170.97
2019/10/15,57537,183.61
2019/10/16,55079,150.86
2019/10/17,57752,155.64
2019/10/18,54203,143.77
2019/10/21,51796,144.7
2019/10/22,53460,163.99
2019/10/23,53471,155.79
2019/10/24,57600,161.07
2019/10/25,55301,161.76
2019/10/28,57905,159.72
2019/10/29,57775,156.52
2019/10/30,58493,157.55
2019/10/31,58950,147.22
2019/11/1,59182,153.88
2019/11/4,61916,181.53
2019/11/5,57204,176.41
2019/11/6,55694,174.47
2019/11/7,53227,157.69
2019/11/8,52106,147.67
2019/11/11,52263,120.95
2019/11/12,50161,134.03
2019/11/13,49928,138.71
2019/11/14,48476,137.77
2019/11/15,45324,146.77
2019/11/18,45798,155.11
2019/11/19,44634,163.43
2019/11/20,40968,133.72
2019/11/21,42761,130.36
2019/11/22,41154,129.4
2019/11/25,41432,130.73
2019/11/26,45694,140.85
2019/11/27,47197,136.78
2019/11/28,41713,128.67
2019/11/29,35843,114.3
2019/12/2,41888,115.24
2019/12/3,46644,117.56
2019/12/4,44952,124.89
2019/12/5,48740,134.89
2019/12/6,50054,136.47
2019/12/9,51767,144.98
2019/12/10,43270,133.38
2019/12/11,49361,143.13
2019/12/12,51462,166.26
2019/12/13,48903,166.48
2019/12/16,49668,165.68
2019/12/17,45044,191.54
2019/12/18,43908,134.28
2019/12/19,42487,112.46
2019/12/20,41003,106.42
2019/12/23,40668,108.72
2019/12/24,37093,105.19
2019/12/25,37184,122.63
2019/12/26,34859,123.62
2019/12/27,38443,138.47
2019/12/30,38158,129.88
2019/12/31,36910,113.18
2020/1/2,35457,127.11
2020/1/3,34623,121.91
2020/1/6,32176,99.09
2020/1/7,29263,89.28
2020/1/8,35546,105.88
2020/1/9,37426,112.63
2020/1/10,39362,121.25
2020/1/13,42393,140.1
2020/1/14,39879,151.26
2020/1/15,36749,157.52
2020/1/16,31449,152.05
2020/1/17,32382,149.04
2020/1/20,31789,151.09
2020/1/30,18239,106.12
2020/1/31,29779,109.66
2020/2/3,32348,97.38
2020/2/4,33910,118.12
2020/2/5,34680,128.4
2020/2/6,37012,143.37
2020/2/7,36062,132.35
2020/2/10,35908,129.73
2020/2/11,34889,133.18
2020/2/12,39174,154.87
2020/2/13,41598,161.83
2020/2/14,38351,156.08
2020/2/17,36853,144.58
2020/2/18,31665,124.7
2020/2/19,31328,184.1
2020/2/20,25807,163.11
2020/2/21,26662,159.91
2020/2/24,26756,137.89
2020/2/25,27454,140.33
2020/2/26,21461,172.19
2020/2/27,20581,143.1
2020/3/2,19009,128.56
2020/3/3,23349,135.71
2020/3/4,26997,173.5
2020/3/5,29764,175.04
2020/3/6,22285,149.07
2020/3/9,31376,121.63
2020/3/10,21519,124.33
2020/3/11,25763,149.15
2020/3/12,31854,120.4
2020/3/13,35948,109.93
2020/3/16,37976,104.65
2020/3/17,41953,107.34
2020/3/18,43800,206.72
2020/3/19,52635,138.09
2020/3/20,50969,153.07
2020/3/23,55376,139.89
2020/3/24,51075,164.88
2020/3/25,46822,198.07
2020/3/26,45846,182.99
2020/3/27,46724,173.83
2020/3/30,47134,165.9
2020/3/31,48075,165.01
2020/4/1,51117,180.53
2020/4/6,46152,171.57
2020/4/7,45860,173.2
2020/4/8,41765,184.91
2020/4/9,43529,177.12
2020/4/10,45637,173.63
2020/4/13,46577,166.97
2020/4/14,42521,191.24
2020/4/15,35256,207.67
2020/4/16,35385,182.64
2020/4/17,32864,180.06
2020/4/20,30153,160.26
2020/4/21,38790,136.66
2020/4/22,34960,180.09
2020/4/23,36637,168.17
2020/4/24,37274,166.52
2020/4/27,35289,187.93
2020/4/28,36558,178.83
2020/4/29,38439,186.37
2020/4/30,36589,185.92
2020/5/4,36610,153.78
2020/5/5,36085,157.48
2020/5/6,39969,170.27
2020/5/7,37864,162.47
2020/5/8,37088,161.82
2020/5/11,36882,158.91
2020/5/12,38547,146.66
2020/5/13,41695,166.48
2020/5/14,38753,146.96
2020/5/15,41266,143.66
2020/5/18,35957,137.55
2020/5/19,37430,147.38
2020/5/20,36013,216.45
2020/5/21,34127,188.43
2020/5/22,33253,154.03
2020/5/25,32721,155.2
2020/5/26,34198,177.59
2020/5/27,34183,191.08
2020/5/28,35015,166.6
2020/5/29,36612,160.73
2020/6/1,38695,175.36
2020/6/2,39394,170.8
2020/6/3,40894,192.67
2020/6/4,39426,175.06
2020/6/5,40035,173.34
2020/6/8,37129,173.94
2020/6/9,39043,169.74
2020/6/10,37201,191.87
2020/6/11,40776,164.18
2020/6/12,35137,155.57
2020/6/15,36970,146.92
2020/6/16,35579,166.62
2020/6/17,31514,105.19
2020/6/18,32915,112.22
2020/6/19,31955,116.34
2020/6/22,32521,124.1
2020/6/23,33109,119.05
2020/6/24,33634,121.44
2020/6/29,31682,104.73
2020/6/30,30838,120.64
2020/7/1,33495,121.3
2020/7/2,36460,126.1
2020/7/3,41646,132.57
2020/7/6,36204,140.57
2020/7/7,36257,139.95
2020/7/8,34330,138.7
2020/7/9,34478,135.92
2020/7/10,39271,128.5
2020/7/13,33999,146.02
2020/7/14,31606,143.76
2020/7/15,27506,126.72
2020/7/16,26258,108.62
2020/7/17,28921,110.89
2020/7/20,29158,113.41
2020/7/21,28776,148.09
2020/7/22,27738,118.17
2020/7/23,24073,109.63
2020/7/24,28455,106.31
2020/7/27,32456,145.18
2020/7/28,29267,128.35
2020/7/29,29130,127.96
2020/7/30,31873,128.65
2020/7/31,29242,125.83
2020/8/3,24623,113.61
2020/8/4,30826,126.45
2020/8/5,31663,126.5
2020/8/6,31478,130.44
2020/8/7,31855,123.95
2020/8/10,29149,130.81
2020/8/11,27953,122.95
2020/8/12,28532,121.36
2020/8/13,28571,117.16
2020/8/14,28744,122.23
2020/8/17,30268,140.11
2020/8/18,26921,134.52
2020/8/19,23249,125.76
2020/8/20,20704,90.08
2020/8/21,28172,108.43
2020/8/24,29714,115.59
2020/8/25,29970,129.56
2020/8/26,31478,139.5
2020/8/27,31678,132.09
2020/8/28,27859,118.69
2020/8/31,25308,115.02
2020/9/1,26073,124.41
2020/9/2,27143,128.86
2020/9/3,28561,122.58
2020/9/4,29177,118.43
2020/9/7,30158,121.02
2020/9/8,32226,128.81
2020/9/9,28923,119.77
2020/9/10,32231,120.1
2020/9/11,29341,116.05
2020/9/14,29605,123.44
2020/9/15,29227,133.07
2020/9/16,32528,119.57
2020/9/17,24222,108.12
2020/9/18,22863,111.17
2020/9/21,13158,101.92
2020/9/22,12021,90.68
2020/9/23,13450,97.97
2020/9/24,15444,87.82
2020/9/25,23990,95.6
2020/9/28,21649,112.84
2020/9/29,23537,115.59
2020/9/30,28959,117.8
2020/10/5,24809,114.99
2020/10/6,25011,128.57
2020/10/7,30080,123.17
2020/10/8,29468,122.14
2020/10/12,29128,121.69
2020/10/13,31069,122.44
2020/10/14,30354,120.69
2020/10/15,29965,106.88
2020/10/16,28745,106.15
2020/10/19,28769,116.84
2020/10/20,26384,116.2
2020/10/21,27466,100.37
2020/10/22,31361,97.51
2020/10/23,28897,108.65
2020/10/26,32083,114.36
2020/10/27,29088,116.08
2020/10/28,30481,102.59
2020/10/29,25396,107.1
2020/10/30,29056,97.34
2020/11/2,27584,98.34
2020/11/3,31466,111.9
2020/11/4,31787,110.65
2020/11/5,35469,112.67
2020/11/6,40879,116.52
2020/11/9,37322,126.1
2020/11/10,36904,122.54
2020/11/11,34710,129.71
2020/11/12,37503,125.77
2020/11/13,35230,124.27
2020/11/16,29986,144.88
2020/11/17,26705,142.73
2020/11/18,26264,127.7
2020/11/19,23372,119.4
2020/11/20,21838,120.04
2020/11/23,17282,138.27
2020/11/24,17826,122.72
2020/11/25,18946,106.61
2020/11/26,14996,115.2
2020/11/27,16813,121.89
2020/11/30,11640,110.22
2020/12/1,8171,118.26
2020/12/2,9736,114.73
2020/12/3,10258,113.58
2020/12/4,9762,124.19
2020/12/7,5955,124
2020/12/8,5109,141.34
2020/12/9,-692,124.82
2020/12/10,-992,113.55
2020/12/11,-1439,111.9
2020/12/14,-4622,111.27
2020/12/15,-341,99.31
2020/12/16,-3645,117.03
2020/12/17,-6886,102.69
2020/12/18,-5967,102.99
2020/12/21,-4573,123.66
2020/12/22,-5722,108.4
2020/12/23,-6799,102.81
2020/12/24,-4499,111.68
2020/12/25,-5748,115.39
2020/12/28,-9366,124.12
2020/12/29,-9590,130.1
2020/12/30,-6537,125.67
2020/12/31,-9322,125.27
2021/1/4,-10220,138.61
2021/1/5,-10925,146.86
2021/1/6,-11130,127.49
2021/1/7,-12796,153.77
2021/1/8,-15326,147.88
2021/1/11,-18844,144.57
2021/1/12,-19201,135.74
2021/1/13,-21535,144.45
2021/1/14,-28118,136.12
2021/1/15,-24852,136.06
2021/1/18,-27983,133.4
2021/1/19,-29982,150.92
2021/1/20,-16717,137.65
2021/1/21,-20581,151.97
2021/1/22,-27551,132.57
2021/1/25,-29123,121.74
2021/1/26,-27504,107.44
2021/1/27,-28106,133.97
2021/1/28,-27807,113.52
2021/1/29,-17366,107.32
2021/2/1,-19624,121.52
2021/2/2,-18855,155.75
2021/2/3,-21742,141.65
2021/2/4,-20889,135.87
2021/2/5,-22661,145.6
2021/2/17,-16991,159.11
2021/2/18,-23149,133.75
2021/2/19,-21938,123.18
2021/2/22,-26187,138.88
2021/2/23,-27792,140.38
2021/2/24,-29148,131.02
2021/2/25,-28482,135.18
2021/2/26,-29435,110.26
2021/3/2,-24753,107.09
2021/3/3,-24961,134.53
2021/3/4,-23750,123.84
2021/3/5,-25695,124.52
2021/3/8,-20194,117.32
2021/3/9,-23925,116.68
2021/3/10,-21680,117.06
2021/3/11,-27138,126.22
2021/3/12,-28859,118.54
2021/3/15,-30305,117.7
2021/3/16,-26901,124.22
2021/3/17,-27350,118.77
2021/3/18,-26714,118.51
2021/3/19,-27393,101.33
2021/3/22,-24953,112.86
2021/3/23,-25977,108.81
2021/3/24,-28218,119.33
2021/3/25,-25105,117.28
2021/3/26,-22835,128.13
2021/3/29,-20341,141.57
2021/3/30,-19365,142.39
2021/3/31,-21379,120.5
2021/4/1,-19816,127.04
2021/4/6,-19121,133.69
2021/4/7,-22867,130.1
2021/4/8,-23362,135.2
2021/4/9,-25452,128.43
2021/4/12,-25972,132.95
2021/4/13,-25406,137.09
2021/4/14,-25170,145.66
2021/4/15,-24594,152.41
2021/4/16,-28850,151.28
2021/4/19,-24535,166.03
2021/4/20,-28832,167.1
2021/4/21,-26668,156.81
2021/4/22,-28734,145.84
2021/4/23,-29457,153.54
2021/4/26,-30486,180.64
2021/4/27,-31451,168.91
2021/4/28,-33341,177.02
2021/4/29,-32008,162.7
2021/5/3,-36251,118.44
2021/5/4,-39364,101.43
2021/5/5,-38754,124.32
2021/5/6,-34174,121.83
2021/5/7,-36030,142.16
2021/5/10,-37519,133.69
2021/5/11,-32518,97.4
