Date,外資未平倉,PC ratio
2013/4/19,17959,125.3
2013/4/22,15559,125.14
2013/4/23,14054,124.87
2013/4/24,12051,120.75
2013/4/25,14419,119.67
2013/4/26,16643,124.57
2013/4/29,21402,125.28
2013/4/30,20109,130.83
2013/5/2,23394,127.19
2013/5/3,20503,129.54
2013/5/6,19405,131.44
2013/5/7,22157,124.81
2013/5/8,22155,133.61
2013/5/9,19058,143.27
2013/5/10,15799,134.12
2013/5/13,15457,127.53
2013/5/14,16450,128.29
2013/5/15,15819,89.42
2013/5/16,12206,95.39
2013/5/17,9484,96.9
2013/5/20,8332,96.88
2013/5/21,11020,101.13
2013/5/22,6643,99.97
2013/5/23,1976,92.25
2013/5/24,2242,92.14
2013/5/27,5494,98.13
2013/5/28,3602,98.73
2013/5/29,7667,113.93
2013/5/30,3378,102.22
2013/5/31,-1461,101.76
2013/6/3,5938,98.6
2013/6/4,314,96.15
2013/6/5,2894,99.08
2013/6/6,-4792,93.52
2013/6/7,-5593,93.71
2013/6/10,-4157,98.17
2013/6/11,-4261,97.2
2013/6/13,-11700,83.42
2013/6/14,-11171,79.91
2013/6/17,-8789,82.75
2013/6/18,-7920,85.59
2013/6/19,-8061,97.17
2013/6/20,-12608,91.01
2013/6/21,-14309,89.48
2013/6/24,-16069,89.12
2013/6/25,-16172,86.13
2013/6/26,-14583,89.34
2013/6/27,-15187,93.48
2013/6/28,-4125,103.27
2013/7/1,-1876,114
2013/7/2,-2510,113.54
2013/7/3,-2532,100
2013/7/4,-2453,99.16
2013/7/5,965,109.96
2013/7/8,-5474,99.3
2013/7/9,664,106.91
2013/7/10,4492,111.09
2013/7/11,3993,141.8
2013/7/12,1587,146.76
2013/7/15,-15,154.73
2013/7/16,-2729,154.67
2013/7/17,2381,114.66
2013/7/18,-682,114.65
2013/7/19,-4914,97.41
2013/7/22,-576,99.76
2013/7/23,1126,109.26
2013/7/24,994,102.7
2013/7/25,2834,103.84
2013/7/26,1201,102.04
2013/7/29,891,94.05
2013/7/30,6306,102.18
2013/7/31,-2026,98.12
2013/8/1,-5497,93.17
2013/8/2,-6137,93.96
2013/8/5,-2512,97.27
2013/8/6,-12602,88.22
2013/8/7,-13801,82.58
2013/8/8,-15842,79.32
2013/8/9,-16289,75.84
2013/8/12,-14188,79.2
2013/8/13,-11658,85.68
2013/8/14,-16946,79.14
2013/8/15,-16426,76.22
2013/8/16,-12818,79.07
2013/8/19,-15954,78.64
2013/8/20,-18369,74.87
2013/8/22,-11940,99.9
2013/8/23,-8482,103.6
2013/8/26,-8915,109.31
2013/8/27,-7870,103.69
2013/8/28,-3754,104.03
2013/8/29,986,113.45
2013/8/30,-7,118.6
2013/9/2,2725,124.86
2013/9/3,-462,126.36
2013/9/4,-784,115.46
2013/9/5,709,122.77
2013/9/6,3186,128.45
2013/9/9,3547,128.45
2013/9/10,5862,135.03
2013/9/11,3589,133.94
2013/9/12,4412,134.41
2013/9/13,2095,134.32
2013/9/14,3598,134.45
2013/9/16,6506,143.19
2013/9/17,4908,140.83
2013/9/18,1526,99.61
2013/9/23,4778,105.98
2013/9/24,4448,109.86
2013/9/25,1026,109.68
2013/9/26,1093,104.42
2013/9/27,2309,107.6
2013/9/30,3958,106.2
2013/10/1,2548,109.53
2013/10/2,6086,112.97
2013/10/3,10572,123.39
2013/10/4,5646,121.09
2013/10/7,2111,116.57
2013/10/8,4462,120.54
2013/10/9,4721,118.92
2013/10/11,1132,120.33
2013/10/14,70,116.24
2013/10/15,-738,114.6
2013/10/16,791,104.3
2013/10/17,-1460,105.11
2013/10/18,1431,105.09
2013/10/21,-2303,104.02
2013/10/22,2419,103.66
2013/10/23,-3488,98.84
2013/10/24,1107,101.65
2013/10/25,-3783,100.57
2013/10/28,933,105.74
2013/10/29,5732,107.86
2013/10/30,7011,107.64
2013/10/31,11173,107.88
2013/11/1,4820,105.68
2013/11/4,-969,100.32
2013/11/5,-2979,94.5
2013/11/6,-5618,98.87
2013/11/7,-6768,98.44
2013/11/8,-6072,96.91
2013/11/11,-10683,91.13
2013/11/12,-11973,90.01
2013/11/13,-16282,85.23
2013/11/14,-16639,83.27
2013/11/15,-15523,86.22
2013/11/18,-11587,87.86
2013/11/19,-4409,92.79
2013/11/20,-9931,105.1
2013/11/21,-17133,92.79
2013/11/22,-15518,95.61
2013/11/25,-9393,102.24
2013/11/26,-2070,108.26
2013/11/27,1474,103.78
2013/11/28,1271,109.38
2013/11/29,4639,112.85
2013/12/2,2438,111.22
2013/12/3,2506,109.52
2013/12/4,2903,107.91
2013/12/5,-2287,104.32
2013/12/6,-2227,106.32
2013/12/9,-5107,113.4
2013/12/10,-3559,111.39
2013/12/11,-2892,109.06
2013/12/12,-1912,108.03
2013/12/13,-5507,113.94
2013/12/16,-7137,110.04
2013/12/17,-6257,113.1
2013/12/18,-8087,115.03
2013/12/19,-7074,110.82
2013/12/20,-3462,114.41
2013/12/23,-4545,117.77
2013/12/24,-2475,116.32
2013/12/25,-1872,114.14
2013/12/26,-2401,114.55
2013/12/27,-881,115.29
2013/12/30,-1036,122.27
2013/12/31,-2194,121.37
2014/1/2,405,114.98
2014/1/3,-5448,107.53
2014/1/6,-5800,103.31
2014/1/7,-4884,104.49
2014/1/8,-7048,110.3
2014/1/9,-11959,105.62
2014/1/10,-8647,106.32
2014/1/13,-10558,111.35
2014/1/14,-11901,111.55
2014/1/15,-8050,107.68
2014/1/16,-10308,103.88
2014/1/17,-12209,105.14
2014/1/20,-10295,106.26
2014/1/21,-13433,104.85
2014/1/22,-10873,104.51
2014/1/23,-14807,105.55
2014/1/24,-8657,102.98
2014/1/27,-14158,93.23
2014/2/5,-16711,85.17
2014/2/6,-16059,84.67
2014/2/7,-13881,89.2
2014/2/10,-13536,92.15
2014/2/11,-7437,94.94
2014/2/12,-4973,93.91
2014/2/13,-2377,94.97
2014/2/14,1485,102.87
2014/2/17,549,103.27
2014/2/18,2629,107.17
2014/2/19,7318,121.6
2014/2/20,5403,115.3
2014/2/21,8257,120.11
2014/2/24,9001,121.6
2014/2/25,11409,121
2014/2/26,16342,123.91
2014/2/27,18254,122.87
2014/3/3,12549,119.07
2014/3/4,9876,116.64
2014/3/5,12381,125.06
2014/3/6,18919,129.82
2014/3/7,21706,128.33
2014/3/10,19473,127.71
2014/3/11,18289,128.64
2014/3/12,13634,123.52
2014/3/13,17432,130.18
2014/3/14,14385,127.22
2014/3/17,11448,128.94
2014/3/18,8716,133.28
2014/3/19,10118,113.2
2014/3/20,1724,112.76
2014/3/21,3710,111.88
2014/3/24,6405,112.02
2014/3/25,9584,121.35
2014/3/26,12067,122
2014/3/27,16846,124.42
2014/3/28,14806,127.92
2014/3/31,12443,131.06
2014/4/1,17574,137.81
2014/4/2,15108,132.32
2014/4/3,17368,130.62
2014/4/7,20984,132
2014/4/8,20908,134.09
2014/4/9,20709,140.66
2014/4/10,18582,141.02
2014/4/11,21281,137.85
2014/4/14,21476,136.39
2014/4/15,24566,141.69
2014/4/16,20819,113.83
2014/4/17,21387,121.42
2014/4/18,19318,123.39
2014/4/21,20179,125.04
2014/4/22,22954,126.11
2014/4/23,20363,125.56
2014/4/24,21926,125.93
2014/4/25,14446,111.62
2014/4/28,21683,113.66
2014/4/29,20154,121.32
2014/4/30,17578,123.92
2014/5/2,22408,128.84
2014/5/5,17071,129.78
2014/5/6,17945,134.19
2014/5/7,16977,127.93
2014/5/8,18174,133.63
2014/5/9,11971,129.25
2014/5/12,12356,122.7
2014/5/13,16110,122.81
2014/5/14,21261,130.66
2014/5/15,17653,129.57
2014/5/16,17331,129.28
2014/5/19,17778,129.67
2014/5/20,21558,133.23
2014/5/21,23174,122.78
2014/5/22,28349,127.53
2014/5/23,28689,131.82
2014/5/26,27351,132.55
2014/5/27,27517,133.22
2014/5/28,30718,130.19
2014/5/29,25001,133.16
2014/5/30,25121,131.75
2014/6/3,22207,130.05
2014/6/4,23312,138.64
2014/6/5,21568,138.08
2014/6/6,20012,141.2
2014/6/9,21338,143.11
2014/6/10,22138,155.24
2014/6/11,20136,153.58
2014/6/12,19205,155.62
2014/6/13,18010,154.13
2014/6/16,17867,155.09
2014/6/17,17776,165.78
2014/6/18,12174,127.76
2014/6/19,12089,133.78
2014/6/20,7157,128.36
2014/6/23,9744,124.52
2014/6/24,7752,125.94
2014/6/25,9158,130.9
2014/6/26,11992,140.18
2014/6/27,10230,136.66
2014/6/30,14034,145.21
2014/7/1,10719,153.34
2014/7/2,5053,145.35
2014/7/3,7274,148.1
2014/7/4,2585,143.82
2014/7/7,5363,142.99
2014/7/8,8308,147.81
2014/7/9,8430,151.66
2014/7/10,7599,159.72
2014/7/11,2645,151.5
2014/7/14,3310,156.56
2014/7/15,-1144,159.31
2014/7/16,242,126.53
2014/7/17,-2570,119.44
2014/7/18,2020,114.91
2014/7/21,1059,117.49
2014/7/22,5132,125.25
2014/7/24,2002,123.25
2014/7/25,-3587,118.71
2014/7/28,986,120.03
2014/7/29,-2029,114.27
2014/7/30,3009,126.19
2014/7/31,-7020,117.15
2014/8/1,-6129,109.05
2014/8/4,-8561,109.79
2014/8/5,-17406,94.36
2014/8/6,-9451,95.45
2014/8/7,-11934,94.39
2014/8/8,-7101,91.63
2014/8/11,-13362,96.59
2014/8/12,-12494,95.96
2014/8/13,-5519,100.86
2014/8/14,-7727,101.33
2014/8/15,-8952,101.58
2014/8/18,-15096,96.6
2014/8/19,-5085,106.98
2014/8/20,-3235,122.64
2014/8/21,-7085,114.11
2014/8/22,-516,131.46
2014/8/25,-4537,131.4
2014/8/26,-5631,131.52
2014/8/27,-2241,134.45
2014/8/28,-2989,132.58
2014/8/29,-2338,126.4
2014/9/1,-6268,130.14
2014/9/2,-13907,110.51
2014/9/3,-10193,119.05
2014/9/4,-11401,115.78
2014/9/5,-13187,112.07
2014/9/9,-10648,113.55
2014/9/10,-16138,107.68
2014/9/11,-16889,104.22
2014/9/12,-16967,94.09
2014/9/15,-13472,90.85
2014/9/16,-17801,84.07
2014/9/17,-11882,87.49
2014/9/18,-14617,89.07
2014/9/19,-17714,92.21
2014/9/22,-21472,84.65
2014/9/23,-16993,83.85
2014/9/24,-19383,88.2
2014/9/25,-27364,80.85
2014/9/26,-20338,79.89
2014/9/29,-23402,78.27
2014/9/30,-26886,77.84
2014/10/1,-24770,80.72
2014/10/2,-25242,85.48
2014/10/3,-24710,94.9
2014/10/6,-33866,94.55
2014/10/7,-30239,89.12
2014/10/8,-25670,86.37
2014/10/9,-23134,84.3
2014/10/13,-21409,71.82
2014/10/14,-19015,72.74
2014/10/15,-20392,92.59
2014/10/16,-19535,91.46
2014/10/17,-19427,86.71
2014/10/20,-13010,92.19
2014/10/21,-11701,92.8
2014/10/22,-10846,99.58
2014/10/23,-10538,102.03
2014/10/24,-13883,95.54
2014/10/27,-7463,96.27
2014/10/28,-3384,108.14
2014/10/29,-4084,109.3
2014/10/30,-6747,107.2
2014/10/31,-6620,114.72
2014/11/3,-7877,117.33
2014/11/4,-4836,119.32
2014/11/5,-6044,113.53
2014/11/6,-6687,105.52
2014/11/7,-5075,105.28
2014/11/10,2715,116.62
2014/11/11,-5270,114.51
2014/11/12,-8763,102.89
2014/11/13,-2057,105.67
2014/11/14,-1184,106.71
2014/11/17,1550,105.82
2014/11/18,-506,99.64
2014/11/19,7427,104.76
2014/11/20,13035,118.11
2014/11/21,7813,113.9
2014/11/24,6033,116.07
2014/11/25,7752,117.06
2014/11/26,6649,117.52
2014/11/27,10709,123.23
2014/11/28,9165,125.02
2014/12/1,8970,115.38
2014/12/2,-721,105.91
2014/12/3,7397,122.47
2014/12/4,2304,122.39
2014/12/5,3112,120.79
2014/12/8,-2517,117.37
2014/12/9,-914,111.03
2014/12/10,-6706,104.64
2014/12/11,-2632,105.84
2014/12/12,-3260,107.16
2014/12/15,-291,103.45
2014/12/16,-5732,101.15
2014/12/17,-8893,98.62
2014/12/18,-7209,101.38
2014/12/19,5332,111.57
2014/12/22,10107,120
2014/12/23,9180,122.51
2014/12/24,10169,118.11
2014/12/25,10485,116.92
2014/12/26,10212,114.87
2014/12/27,9768,115.84
2014/12/29,14488,123.69
2014/12/30,10873,118.23
2014/12/31,11833,120.06
2015/1/5,11506,121.96
2015/1/6,3689,100.04
2015/1/7,5661,113.31
2015/1/8,13181,128.33
2015/1/9,5038,124.67
2015/1/12,10089,122.44
2015/1/13,13879,125.51
2015/1/14,8399,128.92
2015/1/15,9353,124.8
2015/1/16,8723,121.15
2015/1/19,10176,121.61
2015/1/20,15020,131.68
2015/1/21,15297,117.87
2015/1/22,16788,124.8
2015/1/23,19341,125.25
2015/1/26,20940,126.46
2015/1/27,18132,126.24
2015/1/28,21545,121.25
2015/1/29,14990,114.61
2015/1/30,14089,111.52
2015/2/2,17002,111.26
2015/2/3,16231,114.11
2015/2/4,16123,122.57
2015/2/5,17515,120.26
2015/2/6,11077,111.83
2015/2/9,14694,110.24
2015/2/10,9047,105.82
2015/2/11,12482,120.46
2015/2/12,9678,119.78
2015/2/13,14130,124.76
2015/2/24,17761,124.26
2015/2/25,20883,127.52
2015/2/26,16863,118.9
2015/3/2,11612,114.67
2015/3/3,7825,113.38
2015/3/4,11208,116.7
2015/3/5,8002,115.09
2015/3/6,10015,116.56
2015/3/9,6213,110.99
2015/3/10,4344,105
2015/3/11,10874,108.26
2015/3/12,13611,114.34
2015/3/13,9298,113.85
2015/3/16,7400,108.37
2015/3/17,6567,111.75
2015/3/18,18964,113.17
2015/3/19,17626,120.36
2015/3/20,13030,119.28
2015/3/23,11305,120.5
2015/3/24,9319,117.87
2015/3/25,5887,114.7
2015/3/26,5204,109.27
2015/3/27,-3745,102.13
2015/3/30,-2444,100.84
2015/3/31,-2139,102.61
2015/4/1,-1981,106.72
2015/4/2,4123,112.08
2015/4/7,1043,114.55
2015/4/8,-3112,110.86
2015/4/9,1379,107.45
2015/4/10,2410,111.04
2015/4/13,-162,111.51
2015/4/14,-1414,111.38
2015/4/15,-4088,106.02
2015/4/16,7643,110.14
2015/4/17,-632,104.61
2015/4/20,570,105.72
2015/4/21,-5113,103.27
2015/4/22,5491,105.45
2015/4/23,11460,113.64
2015/4/24,5216,114.21
2015/4/27,9180,116.51
2015/4/28,5701,114.22
2015/4/29,6835,106.86
2015/4/30,3813,100.56
2015/5/4,2044,101.01
2015/5/5,-673,97.9
2015/5/6,-1828,104.66
2015/5/7,-8366,96.89
2015/5/8,-11874,92.54
2015/5/11,-15987,90.14
2015/5/12,-16232,88.51
2015/5/13,-14452,94.22
2015/5/14,-22830,85.28
2015/5/15,-17995,81.29
2015/5/18,-17690,78.36
2015/5/19,-12850,84.57
2015/5/20,-15935,87.97
2015/5/21,-18044,82.42
2015/5/22,-12788,87.85
2015/5/25,-9782,87.4
2015/5/26,-9926,91.32
2015/5/27,-4587,90.75
2015/5/28,-1116,95.22
2015/5/29,-5845,91.87
2015/6/1,-10907,84.33
2015/6/2,-6795,82.56
2015/6/3,-17841,81.35
2015/6/4,-25170,71.39
2015/6/5,-20749,72.3
2015/6/8,-21339,74.19
2015/6/9,-18146,69.69
2015/6/10,-18481,75.25
2015/6/11,-19138,75.22
2015/6/12,-16578,76.59
2015/6/15,-14803,75.52
2015/6/16,-14302,72.51
2015/6/17,-10374,73.68
2015/6/18,-8474,75.82
2015/6/22,-4643,88.99
2015/6/23,-5381,92.42
2015/6/24,829,84.1
2015/6/25,2890,90.23
2015/6/26,-701,89.61
2015/6/29,-1885,80.33
2015/6/30,2961,84.1
2015/7/1,6133,89.15
2015/7/2,3067,85.8
2015/7/3,3660,88.46
2015/7/6,1933,84.89
2015/7/7,4844,86.28
2015/7/8,-6820,73.05
2015/7/9,-7146,68.52
2015/7/13,-3407,73.04
2015/7/14,-254,73.8
2015/7/15,356,81.94
2015/7/16,-3112,85.02
2015/7/17,-466,85.45
2015/7/20,-3103,82.79
2015/7/21,1163,87.32
2015/7/22,-7197,85.93
2015/7/23,-10730,77.17
2015/7/24,-10157,74.44
2015/7/27,-6666,67.71
2015/7/28,-9847,68.52
2015/7/29,-11407,71.11
2015/7/30,-5995,77.38
2015/7/31,-10212,76.11
2015/8/3,-6316,72.1
2015/8/4,-4092,73.18
2015/8/5,-4514,72.13
2015/8/6,-8910,67.39
2015/8/7,-3623,68.1
2015/8/10,-4818,70.38
2015/8/11,-1964,69.85
2015/8/12,683,64.48
2015/8/13,-3864,64.24
2015/8/14,-973,64.75
2015/8/17,-3355,60.46
2015/8/18,-884,55.37
2015/8/19,-616,66.4
2015/8/20,3906,65.45
2015/8/21,7990,61.81
2015/8/24,24613,50.17
2015/8/25,25845,58.89
2015/8/26,24374,62.31
2015/8/27,23375,65.96
2015/8/28,27639,81.76
2015/8/31,21603,91.28
2015/9/1,20389,92.66
2015/9/2,24386,83.43
2015/9/3,20761,86.34
2015/9/4,23711,87.51
2015/9/7,24062,88.42
2015/9/8,24511,88.79
2015/9/9,24915,102.57
2015/9/10,14370,104.45
2015/9/11,13601,106.52
2015/9/14,11725,103.43
2015/9/15,10385,101.9
2015/9/16,17304,89.35
2015/9/17,20431,102.23
2015/9/18,17456,111.26
2015/9/21,15683,103.23
2015/9/22,19462,106.89
2015/9/23,17852,99.72
2015/9/24,19559,98.37
2015/9/25,21283,100.07
2015/9/30,23248,100.97
2015/10/1,23766,118.84
2015/10/2,20606,122.9
2015/10/5,19056,121.59
2015/10/6,20037,122.96
2015/10/7,24960,122.68
2015/10/8,23267,121.67
2015/10/12,25369,130.75
2015/10/13,23611,130.82
2015/10/14,23263,130.85
2015/10/15,24141,141
2015/10/16,20945,138.94
2015/10/19,20965,138.05
2015/10/20,20965,143.03
2015/10/21,19113,101.19
2015/10/22,24538,105.89
2015/10/23,22318,107.25
2015/10/26,23367,110.28
2015/10/27,20759,106.02
2015/10/28,17910,100.31
2015/10/29,18509,93.01
2015/10/30,21405,92.45
2015/11/2,22073,94.72
2015/11/3,26205,111.09
2015/11/4,23586,117.96
2015/11/5,20995,116
2015/11/6,15420,99.87
2015/11/9,15826,91.68
2015/11/10,14026,86.11
2015/11/11,12628,82.88
2015/11/12,15880,81.58
2015/11/13,13767,80.51
2015/11/16,17657,77.27
2015/11/17,18651,82.94
2015/11/18,16202,88.07
2015/11/19,19684,98.46
2015/11/20,17206,101.39
2015/11/23,17703,107.23
2015/11/24,18457,98.29
2015/11/25,19733,93.5
2015/11/26,24133,103.65
2015/11/27,19254,96.31
2015/11/30,14481,85.42
2015/12/1,22673,95.1
2015/12/2,21733,96.11
2015/12/3,22605,98.31
2015/12/4,20132,96.44
2015/12/7,20201,103.22
2015/12/8,12177,94
2015/12/9,10132,90.74
2015/12/10,10451,86.67
2015/12/11,14299,82.78
2015/12/14,19938,81.47
2015/12/15,17200,83.51
2015/12/16,18679,102.86
2015/12/17,19031,111.21
2015/12/18,17005,112.2
2015/12/21,18515,111.1
2015/12/22,17355,108.3
2015/12/23,20913,104.92
2015/12/24,22824,108.37
2015/12/25,24931,113.37
2015/12/28,24133,111.95
2015/12/29,19235,103.15
2015/12/30,15592,105.69
2015/12/31,20204,111.95
2016/1/4,17820,95.65
2016/1/5,22832,92.51
2016/1/6,20180,96.74
2016/1/7,17881,84.77
2016/1/8,16618,87.87
2016/1/11,19279,83.59
2016/1/12,20834,82.83
2016/1/13,23366,86.86
2016/1/14,23648,86.98
2016/1/15,23211,86.93
2016/1/18,25108,88.21
2016/1/19,16938,93.26
2016/1/20,16472,93.74
2016/1/21,22829,99.49
2016/1/22,24108,110.64
2016/1/25,24070,121.56
2016/1/26,23506,116.32
2016/1/27,26285,107.14
2016/1/28,30220,117.48
2016/1/29,31010,138.83
2016/1/30,30156,151.8
2016/2/1,23470,141.06
2016/2/2,23712,134.91
2016/2/3,23991,124.97
2016/2/15,27574,122.91
2016/2/16,30278,139.14
2016/2/17,30819,110.22
2016/2/18,30108,126.36
2016/2/19,33069,134.68
2016/2/22,28111,128.92
2016/2/23,30696,129.08
2016/2/24,31954,116.08
2016/2/25,37831,133.78
2016/2/26,33721,135.9
2016/3/1,36114,147.23
2016/3/2,31698,142.6
2016/3/3,34357,150.05
2016/3/4,34445,153.18
2016/3/7,34249,155.92
2016/3/8,36799,156.11
2016/3/9,38343,146.64
2016/3/10,38384,158
2016/3/11,39301,166.19
2016/3/14,33955,165.42
2016/3/15,34511,143.52
2016/3/16,41727,132.48
2016/3/17,41111,130.71
2016/3/18,40943,140.7
2016/3/21,39461,135.48
2016/3/22,44819,131.22
2016/3/23,45322,130.22
2016/3/24,46546,128.83
2016/3/25,45559,121.32
2016/3/28,44840,115.94
2016/3/29,43103,104.05
2016/3/30,53673,127.08
2016/3/31,48615,120.11
2016/4/1,46407,110.15
2016/4/6,38704,108.7
2016/4/7,42484,106.06
2016/4/8,45739,112.16
2016/4/11,48269,113.73
2016/4/12,48886,116.91
2016/4/13,51666,126.31
2016/4/14,47211,124.33
2016/4/15,49727,130.96
2016/4/18,43138,125.16
2016/4/19,41302,118.59
2016/4/20,40572,117.56
2016/4/21,50168,122.75
2016/4/22,51736,125.06
2016/4/25,54979,128.19
2016/4/26,56541,135.23
2016/4/27,55657,125.6
2016/4/28,39475,104.87
2016/4/29,36895,95.6
2016/5/3,33903,87.29
2016/5/4,31300,90.04
2016/5/5,24506,88.6
2016/5/6,26677,87.01
2016/5/9,28281,86.35
2016/5/10,27379,90.08
2016/5/11,22800,86.51
2016/5/12,24526,89.78
2016/5/13,28756,81.86
2016/5/16,31965,86.96
2016/5/17,29198,94.25
2016/5/18,31760,122.1
2016/5/19,28765,117.9
2016/5/20,37302,129.19
2016/5/23,38007,158.51
2016/5/24,30754,146.7
2016/5/25,35330,129.38
2016/5/26,36213,132.1
2016/5/27,40096,139.38
2016/5/30,38810,147.28
2016/5/31,39258,142.24
2016/6/1,46843,147.12
2016/6/2,47441,144.56
2016/6/3,47002,144.61
2016/6/4,47902,145.31
2016/6/6,49007,144.34
2016/6/7,54146,160.1
2016/6/8,54509,168.26
2016/6/13,48480,145.41
2016/6/14,52243,154.87
2016/6/15,48675,116.8
2016/6/16,51740,112.65
2016/6/17,58573,130.45
2016/6/20,55490,140.56
2016/6/21,54234,144.24
2016/6/22,54664,133.35
2016/6/23,54190,129.25
2016/6/24,56217,109.72
2016/6/27,61305,119.82
2016/6/28,58659,125.92
2016/6/29,61242,141.39
2016/6/30,65879,148.35
2016/7/1,68784,163
2016/7/4,63896,167.36
2016/7/5,64732,164.61
2016/7/6,58842,137.35
2016/7/7,63570,147.07
2016/7/11,62780,171.36
2016/7/12,65213,184.68
2016/7/13,68142,168.32
2016/7/14,68992,171.5
2016/7/15,71483,186.89
2016/7/18,68199,194.2
2016/7/19,66178,183.58
2016/7/20,62570,113.83
2016/7/21,63183,113.15
2016/7/22,62440,109.51
2016/7/25,62723,98.25
2016/7/26,68545,107.28
2016/7/27,65261,109.88
2016/7/28,69100,111.93
2016/7/29,68040,107.41
2016/8/1,73551,115.84
2016/8/2,67456,114.99
2016/8/3,69489,111.65
2016/8/4,67624,109.47
2016/8/5,71065,118.94
2016/8/8,67193,121.87
2016/8/9,69632,123.97
2016/8/10,70272,126.6
2016/8/11,67733,117.29
2016/8/12,71521,123.18
2016/8/15,69607,122.1
2016/8/16,69004,116.34
2016/8/17,66866,113.3
2016/8/18,70480,116.14
2016/8/19,66380,107.27
2016/8/22,72439,99.29
2016/8/23,79904,109.48
2016/8/24,76346,119.22
2016/8/25,86678,132.91
2016/8/26,80883,132.89
2016/8/29,76061,122.11
2016/8/30,75247,121.77
2016/8/31,77446,119.13
2016/9/1,75795,115.12
2016/9/2,77888,117.83
2016/9/5,87576,137.96
2016/9/6,89627,152.59
2016/9/7,93210,149.63
2016/9/8,85709,149.05
2016/9/9,74990,128.7
2016/9/10,76107,114.27
2016/9/12,73958,106.71
2016/9/13,71549,102.84
2016/9/14,72170,119.75
2016/9/19,81668,146.29
2016/9/20,77321,149.58
2016/9/21,74697,123.11
2016/9/22,74580,123.29
2016/9/23,79931,134.41
2016/9/26,78059,124.98
2016/9/29,85479,141.45
2016/9/30,80506,141.78
2016/10/3,82179,152.23
2016/10/4,86497,162.6
2016/10/5,87122,139.18
2016/10/6,87317,138.59
2016/10/7,88151,144.5
2016/10/11,82682,137.97
2016/10/12,91702,145.26
2016/10/13,80697,132.16
2016/10/14,79415,128.54
2016/10/17,76859,119.36
2016/10/18,81789,128.57
2016/10/19,83969,118.06
2016/10/20,85303,132.14
2016/10/21,86725,141.3
2016/10/24,90319,144.8
2016/10/25,93108,158.62
2016/10/26,86928,131.71
2016/10/27,82740,125.53
2016/10/28,82558,129.87
2016/10/31,82657,132.06
2016/11/1,79355,126.37
2016/11/2,70983,112.57
2016/11/3,65244,106.67
2016/11/4,64751,106.39
2016/11/7,68521,113.18
2016/11/8,68706,119.81
2016/11/9,65464,105.8
2016/11/10,66840,113.32
2016/11/11,59851,96.01
2016/11/14,62188,90.81
2016/11/15,66536,93.47
2016/11/16,62492,116.21
2016/11/17,63031,122.21
2016/11/18,65880,127.91
2016/11/21,66202,131.37
2016/11/22,75023,147.47
2016/11/23,76712,129.05
2016/11/24,73690,129.53
2016/11/25,76090,135.58
2016/11/28,81199,142.2
2016/11/29,78237,138.59
2016/11/30,80059,132.7
2016/12/1,80187,140.52
2016/12/2,70867,128.32
2016/12/5,72431,128.11
2016/12/6,80146,145.17
2016/12/7,75084,142.51
2016/12/8,79303,157.16
2016/12/9,82745,165.44
2016/12/12,77411,161.62
2016/12/13,77646,160.76
2016/12/14,74907,152.71
2016/12/15,72743,152.07
2016/12/16,64298,149.12
2016/12/19,65807,140.03
2016/12/20,60420,130.93
2016/12/21,58091,102.84
2016/12/22,53984,96.65
2016/12/23,53014,91.61
2016/12/26,52885,92.41
2016/12/27,52148,93.8
2016/12/28,56693,111.2
2016/12/29,60045,114.18
2016/12/30,62603,118.18
2017/1/3,59418,113.94
2017/1/4,57267,113.79
2017/1/5,64545,119.21
2017/1/6,66163,120.61
2017/1/9,62300,113.61
2017/1/10,65297,112.87
2017/1/11,63241,114.88
2017/1/12,71582,118.42
2017/1/13,64937,119.23
2017/1/16,57847,104.61
2017/1/17,63841,112.56
2017/1/18,54625,114.46
2017/1/19,54628,111.64
2017/1/20,59046,126.58
2017/1/23,64540,131.37
2017/1/24,66464,132.69
2017/2/2,62046,109.28
2017/2/3,65443,115.51
2017/2/6,69034,137.28
2017/2/7,70525,144.19
2017/2/8,70049,132.53
2017/2/9,76236,142.77
2017/2/10,78513,158.05
2017/2/13,77485,161.62
2017/2/14,75270,172.98
2017/2/15,72898,137.58
2017/2/16,65850,135.72
2017/2/17,65639,137.42
2017/2/18,65824,134.7
2017/2/20,63705,128.96
2017/2/21,60810,123.62
2017/2/22,58196,129.45
2017/2/23,61620,136.59
2017/2/24,61417,138.86
2017/3/1,52483,127.05
2017/3/2,50915,122.38
2017/3/3,50379,116.24
2017/3/6,54164,120.14
2017/3/7,54790,129.24
2017/3/8,54262,133.74
2017/3/9,45418,125.69
2017/3/10,42792,121.21
2017/3/13,49128,128.36
2017/3/14,50500,138.22
2017/3/15,53023,128.83
2017/3/16,58377,144.24
2017/3/17,57361,148.69
2017/3/20,56840,149.65
2017/3/21,55762,150.17
2017/3/22,53560,124.59
2017/3/23,49791,126.51
2017/3/24,53075,128.34
2017/3/27,57654,130.76
2017/3/28,53629,119.31
2017/3/29,51751,119.68
2017/3/30,53651,129.97
2017/3/31,52033,126.81
2017/4/5,57204,123.71
2017/4/6,50820,130.37
2017/4/7,44722,121.88
2017/4/10,46656,125.71
2017/4/11,46600,121.19
2017/4/12,49919,121.71
2017/4/13,52061,127.89
2017/4/14,45351,118.74
2017/4/17,46200,113.35
2017/4/18,40482,112.15
2017/4/19,37007,114.24
2017/4/20,39163,114.6
